text,class,feature,appName
I havent been able to access my twitter through the app for the past 5 hours ,Neutral,access my twitter,Twitter
"Had a bug, the update fixed it ",Neutral,update,Twitter
this is like a good app so get it and because its a good way to keep in touch with people,Positive,keep in touch with people,Twitter
Bad new update and photo show and it became silly when making retweets,Negative,update,Twitter
Bad new update and photo show and it became silly when making retweets,Negative,photo show,Twitter
Bad new update and photo show and it became silly when making retweets,Negative,making retweets,Twitter
The lists tab no longer displays any lists ,Neutral,lists tab no longer displays any lists,Twitter
"This app is still not working, with no tweets showing in my timeline ",Neutral,tweets showing in my timeline,Twitter
Sometimes pictures will not load regardless if im on 4G or Wifi ,Neutral,pictures will not load,Twitter
Wheres the top bar gone!,Neutral,top bar,Twitter
Was good app had no problems until top bar went missing,Negative,top bar,Twitter
"The only thing I hate is how I accept the followers requests and I go out to check the feed but when look at the followerss requests again, the same followers request are still there!",Neutral,look at the followerss requests,Twitter
"The only thing I hate is how I accept the followers requests and I go out to check the feed but when look at the followerss requests again, the same followers request are still there!",Neutral,followers request,Twitter
"The only thing I hate is how I accept the followers requests and I go out to check the feed but when look at the followerss requests again, the same followers request are still there!",Negative,accept the followers requests,Twitter
"The only thing I hate is how I accept the followers requests and I go out to check the feed but when look at the followerss requests again, the same followers request are still there!",Negative,check the feed,Twitter
"They NEVER go away, it always shows that I have a certain amount of follower requests which I had accepted before ",Neutral,follower requests,Twitter
Recommends people I dont want to see,Neutral,Recommends people,Twitter
ALL I CAN IN MY TLIST IS ONLY MY TWEETS ,Neutral,TWEETS,Twitter
I CANT SEE TWEETS OF MY FOLLOWINGS ,Neutral,SEE TWEETS OF MY FOLLOWINGS,Twitter
I cant retweet ,Neutral,retweet,Twitter
What happened to my notification bar,Neutral,notification bar,Twitter
Im not getting no information youll need to fix this,Neutral,getting no information,Twitter
I like this app   but why it often updating the same issue,Neutral,updating,Twitter
There is a problem with twitter every time I open it ,Neutral,open,Twitter
It wont let me save my profile fix an ill rate 5 stars,Neutral,save my profile,Twitter
Like being able to keep up with facebook when I travel ,Positive,keep up with facebook,Facebook
Its not exactly the same as playing on your home computer but you are able to stay in touch ,Neutral,stay in touch,Facebook
"I dont have to get on my computer to see FB, helps me to keep up with whats going on , love it ",Neutral,keep up with whats going on,Facebook
"Wont load peoples pages, freezes when I try to watch a video, I have to force close the app when I look at pictures, and news feed doesnt lead ",Neutral,load peoples pages,Facebook
"Wont load peoples pages, freezes when I try to watch a video, I have to force close the app when I look at pictures, and news feed doesnt lead ",Neutral,watch a video,Facebook
"Wont load peoples pages, freezes when I try to watch a video, I have to force close the app when I look at pictures, and news feed doesnt lead ",Neutral,close,Facebook
"Wont load peoples pages, freezes when I try to watch a video, I have to force close the app when I look at pictures, and news feed doesnt lead ",Neutral,look at pictures,Facebook
"Wont load peoples pages, freezes when I try to watch a video, I have to force close the app when I look at pictures, and news feed doesnt lead ",Neutral,feed doesnt lead,Facebook
"At some point, you will type something that contains a friend or liked interest and you will not be able to type what you intended to ",Neutral,type something,Facebook
"At some point, you will type something that contains a friend or liked interest and you will not be able to type what you intended to ",Neutral,type,Facebook
"I guess when I actually need to post something, I will need to go pick up my iPhone ",Neutral,post something,Facebook
This app worked ok beyond some glitches but forced me to update even though I tried before and it didnt work and more it wont even open ,Neutral,update,Facebook
This app worked ok beyond some glitches but forced me to update even though I tried before and it didnt work and more it wont even open ,Neutral,open,Facebook
I love it jus like a pc very easy to log in and out enjoy friends and meet new ones along with family and classmates would reccomend to everyone,Positive,log in,Facebook
I love it jus like a pc very easy to log in and out enjoy friends and meet new ones along with family and classmates would reccomend to everyone,Positive,enjoy friends,Facebook
I love it jus like a pc very easy to log in and out enjoy friends and meet new ones along with family and classmates would reccomend to everyone,Positive,meet new ones,Facebook
I can check in from anywhere my Kindle takes me ,Neutral,check in,Facebook
"no better way to stay caught up with your friends on FB, easy to use, a good app ",Positive,stay caught up with your friends,Facebook
"I have used this app for most of the year, but as of yesterday I have not been able to get past login blue screen ",Neutral,get past login,Facebook
"I have used this app for most of the year, but as of yesterday I have not been able to get past login blue screen ",Neutral,blue screen,Facebook
Either this is virus attacking itself only to this app or it is a very bad update ,Negative,update,Facebook
"Other Facebook applications are hard to work with, one can not find the commands, the page freezes, or one can get lost and find it difficult to return to original screan - This App -WORKS!",Neutral,find the commands,Facebook
"Other Facebook applications are hard to work with, one can not find the commands, the page freezes, or one can get lost and find it difficult to return to original screan - This App -WORKS!",Negative,return to original screan,Facebook
